Key,rule,Message,name,mdDesc,severity,remFnBaseEffort,cleanCodeAttribute,cleanCodeAttributeCategory,impacts,securityStandards
AZHFKAZvTlwiQl6exFTz,cpp:S4962,"Use the ""nullptr"" literal.","""nullptr"" should be used to denote the null pointer","<h2>Why is this an issue?</h2>
<p>Before C++11, the only way to refer to a null pointer was by using the integer literal <code>0</code>, which created ambiguity about whether a
pointer or an integer was intended. Even with the <code>NULL</code> macro, the underlying value is still <code>0</code>.</p>
<p>C++11 introduced the keyword <code>nullptr</code>, which unambiguously refers to the null pointer. It should be used systematically.</p>
<pre>
void f(char *c);
void g(int);
void usage()
{
    f(0); // Noncompliant
    f(NULL); // Noncompliant
    f(nullptr); // Compliant: unambiguous

    g(0); // Compliant, a real integer
    // g(nullptr); // This would not compile
}
</pre>
<h2>Resources</h2>
<h3>Documentation</h3>
<ul>
  <li> C++ reference - <a href=""https://en.cppreference.com/w/cpp/language/nullptr"">nullptr</a> </li>
</ul>
<h3>External coding guidelines</h3>
<ul>
  <li> C++ Core Guidelines - <a
  href=""https://github.com/isocpp/CppCoreGuidelines/blob/e49158a/CppCoreGuidelines.md#es47-use-nullptr-rather-than-0-or-null"">ES.47: Use
  <code>nullptr</code> rather than <code>0</code> or <code>NULL</code></a> </li>
</ul>",CRITICAL,1min,CONVENTIONAL,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",[]
AZHFKAZvTlwiQl6exFT0,cpp:S5945,"Use ""std::string"" instead of a C-style char array.",C-style array should not be used,"<h2>Why is this an issue?</h2>
<p>C-style arrays (such as <code>int i[10]</code>) are not very convenient to use:</p>
<ul>
  <li> They are fixed size (even C Variable Length Arrays are not truly variable size, and they are not supported in C++) </li>
  <li> If the number of elements in the array can vary, it will lead to manual memory allocation (or people will use fixed-size arrays that ""should be
  large enough"", which is both a waste of memory and a limitation of the program) </li>
  <li> It is very easy to lose the size of the array since an array passed to a function decays into a pointer </li>
</ul>
<p>The C++ standard library proposes two types that are better than C-style arrays and together cover all the use cases of C-style arrays:</p>
<ul>
  <li> For fixed-size arrays, where the memory is on the stack, use <code>std::array</code>. It is like a C-style array, except that it has normal
  argument passing semantics, and the size is always a part of the type. You can roll your version if <code>std::array</code> is unavailable to you
  (before C++11). </li>
  <li> For variable-size arrays, use <code>std::vector</code>. It can be resized and handles memory allocation transparently. </li>
  <li> For character strings, you should use <code>std::string</code> instead of arrays of characters. </li>
  <li> For arrays of characters that are not strings (e.g., alphabet, exit codes, keyboard control list), prefer <code>std::array</code> or
  <code>std::vector</code> as per the first two bullets. </li>
</ul>
<p>The rule {rule:cpp:S945} is related to this rule but focuses on passing arguments of an array type. {rule:cpp:S5025} will flag the use of dynamic
memory allocation that could be replaced by <code>std::vector</code>.</p>
<h3>Noncompliant code example</h3>
<pre>
void f() {
  int a[10]; // Noncompliant
}
</pre>
<h3>Compliant solution</h3>
<pre>
void f() {
  std::array&lt;int, 10&gt; a1; // If the size really is a constant
  // Or
  std::vector&lt;int&gt;a2; // For variable size

  auto s = ""Hello!""; // Compliant by exception
}
</pre>
<h3>Exceptions</h3>
<p>This rule will not report the use of C-style arrays in <code>extern ""C""</code> code (since those arrays are often required here for compatibility
with external code) and in the arguments of <code>main</code>.</p>
<h2>Resources</h2>
<ul>
  <li> C++ Core Guidelines - <a
  href=""https://github.com/isocpp/CppCoreGuidelines/blob/e49158a/CppCoreGuidelines.md#slcon1-prefer-using-stl-array-or-vector-instead-of-a-c-array"">SL.con.1: Prefer using STL <code>array</code> or <code>vector</code> instead of a C array</a> </li>
</ul>",MAJOR,10min,COMPLETE,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",[]
AZHFKAZvTlwiQl6exFT1,cpp:S995,"Make the type of this parameter a pointer-to-const. The current type of ""msgs"" is ""struct i2c_msg *"".","Pointer and reference parameters should be ""const"" if the corresponding object is not modified","<h2>Why is this an issue?</h2>
<p>Const correctness is an important tool for type safety. It allows for catching coding errors at compile time and it documents the code for
maintainers.</p>
<p>Correctly const-qualifying pointers can be tricky because the indirection they add can also be const.</p>
<p>For a pointer <code>X * ptr</code>, const can be written in three different places:</p>
<ul>
  <li> <code>const X * ptr</code> and <code>X const * ptr</code> are identical and mean that the X object <code>ptr</code> points to cannot be
  changed. </li>
  <li> <code>X * const ptr</code> means that the pointer cannot be changed to point to a different X object. </li>
</ul>
<p>In a function signature, the first <code>const X * ptr</code> (or its equivalent <code>X const * ptr</code>) is the one that will bring
type-safety. It protects against changing the value pointed at.</p>
<pre>
void externalFunction(int * a, const int * b);

void myfunc() {
  int a = 1;
  int b = 2;
  externalFunction(&amp;a, &amp;b);
  // a can now have any value
  // We know that b is still '2'
}
</pre>
<p>This rule detects when a pointer or reference parameter could be made const</p>
<pre data-diff-id=""1"" data-diff-type=""noncompliant"">
void myfunc (      int * param1,  // object is modified
             const int * param2,
                   int * param3, // Noncompliant
             int * const param4) // Noncompliant: const doesn't qualify what is pointed at.
{
  *param1 = *param2 + *param3 + *param4;
}

void increment (int &amp; value,
                int &amp; increment) // Noncompliant
{
  value += increment;
}
</pre>
<p>When adding all possible <code>const</code> qualifications, we get:</p>
<pre data-diff-id=""1"" data-diff-type=""compliant"">
void myfunc (      int * param1,  // object is modified
             const int * param2,
             const int * param3,
             const int * param4)
{
  *param1 = *param2 + *param3 + *param4;
}

void increment (int &amp; value,
                const int &amp; increment)
{
  value += increment;
}
</pre>
<h2>Resources</h2>
<h3>Articles &amp; blog posts</h3>
<ul>
  <li> <a href=""https://isocpp.org/wiki/faq/const-correctness"">ISO C++ FAQ about const correctness</a>. </li>
</ul>
<h3>External coding guidelines</h3>
<ul>
  <li> MISRA C:2004, 16.7 - A pointer parameter in a function prototype should be declared as pointer to const if the pointer is not used to modify
  the addressed object. </li>
  <li> MISRA C++:2008, 7-1-2 - A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the
  corresponding object is not modified. </li>
  <li> MISRA C:2012, 8.13 - A pointer should point to a const-qualified type whenever possible </li>
</ul>",MINOR,2min,CONVENTIONAL,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",[]
AZHFKAZvTlwiQl6exFT2,cpp:S4962,"Use the ""nullptr"" literal.","""nullptr"" should be used to denote the null pointer","<h2>Why is this an issue?</h2>
<p>Before C++11, the only way to refer to a null pointer was by using the integer literal <code>0</code>, which created ambiguity about whether a
pointer or an integer was intended. Even with the <code>NULL</code> macro, the underlying value is still <code>0</code>.</p>
<p>C++11 introduced the keyword <code>nullptr</code>, which unambiguously refers to the null pointer. It should be used systematically.</p>
<pre>
void f(char *c);
void g(int);
void usage()
{
    f(0); // Noncompliant
    f(NULL); // Noncompliant
    f(nullptr); // Compliant: unambiguous

    g(0); // Compliant, a real integer
    // g(nullptr); // This would not compile
}
</pre>
<h2>Resources</h2>
<h3>Documentation</h3>
<ul>
  <li> C++ reference - <a href=""https://en.cppreference.com/w/cpp/language/nullptr"">nullptr</a> </li>
</ul>
<h3>External coding guidelines</h3>
<ul>
  <li> C++ Core Guidelines - <a
  href=""https://github.com/isocpp/CppCoreGuidelines/blob/e49158a/CppCoreGuidelines.md#es47-use-nullptr-rather-than-0-or-null"">ES.47: Use
  <code>nullptr</code> rather than <code>0</code> or <code>NULL</code></a> </li>
</ul>",CRITICAL,1min,CONVENTIONAL,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",[]
AZHFKAZvTlwiQl6exFT3,cpp:S5945,"Use ""std::string"" instead of a C-style char array.",C-style array should not be used,"<h2>Why is this an issue?</h2>
<p>C-style arrays (such as <code>int i[10]</code>) are not very convenient to use:</p>
<ul>
  <li> They are fixed size (even C Variable Length Arrays are not truly variable size, and they are not supported in C++) </li>
  <li> If the number of elements in the array can vary, it will lead to manual memory allocation (or people will use fixed-size arrays that ""should be
  large enough"", which is both a waste of memory and a limitation of the program) </li>
  <li> It is very easy to lose the size of the array since an array passed to a function decays into a pointer </li>
</ul>
<p>The C++ standard library proposes two types that are better than C-style arrays and together cover all the use cases of C-style arrays:</p>
<ul>
  <li> For fixed-size arrays, where the memory is on the stack, use <code>std::array</code>. It is like a C-style array, except that it has normal
  argument passing semantics, and the size is always a part of the type. You can roll your version if <code>std::array</code> is unavailable to you
  (before C++11). </li>
  <li> For variable-size arrays, use <code>std::vector</code>. It can be resized and handles memory allocation transparently. </li>
  <li> For character strings, you should use <code>std::string</code> instead of arrays of characters. </li>
  <li> For arrays of characters that are not strings (e.g., alphabet, exit codes, keyboard control list), prefer <code>std::array</code> or
  <code>std::vector</code> as per the first two bullets. </li>
</ul>
<p>The rule {rule:cpp:S945} is related to this rule but focuses on passing arguments of an array type. {rule:cpp:S5025} will flag the use of dynamic
memory allocation that could be replaced by <code>std::vector</code>.</p>
<h3>Noncompliant code example</h3>
<pre>
void f() {
  int a[10]; // Noncompliant
}
</pre>
<h3>Compliant solution</h3>
<pre>
void f() {
  std::array&lt;int, 10&gt; a1; // If the size really is a constant
  // Or
  std::vector&lt;int&gt;a2; // For variable size

  auto s = ""Hello!""; // Compliant by exception
}
</pre>
<h3>Exceptions</h3>
<p>This rule will not report the use of C-style arrays in <code>extern ""C""</code> code (since those arrays are often required here for compatibility
with external code) and in the arguments of <code>main</code>.</p>
<h2>Resources</h2>
<ul>
  <li> C++ Core Guidelines - <a
  href=""https://github.com/isocpp/CppCoreGuidelines/blob/e49158a/CppCoreGuidelines.md#slcon1-prefer-using-stl-array-or-vector-instead-of-a-c-array"">SL.con.1: Prefer using STL <code>array</code> or <code>vector</code> instead of a C array</a> </li>
</ul>",MAJOR,10min,COMPLETE,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",[]
AZHFKAZvTlwiQl6exFT4,cpp:S995,"Make the type of this parameter a pointer-to-const. The current type of ""msgs"" is ""struct i2c_msg *"".","Pointer and reference parameters should be ""const"" if the corresponding object is not modified","<h2>Why is this an issue?</h2>
<p>Const correctness is an important tool for type safety. It allows for catching coding errors at compile time and it documents the code for
maintainers.</p>
<p>Correctly const-qualifying pointers can be tricky because the indirection they add can also be const.</p>
<p>For a pointer <code>X * ptr</code>, const can be written in three different places:</p>
<ul>
  <li> <code>const X * ptr</code> and <code>X const * ptr</code> are identical and mean that the X object <code>ptr</code> points to cannot be
  changed. </li>
  <li> <code>X * const ptr</code> means that the pointer cannot be changed to point to a different X object. </li>
</ul>
<p>In a function signature, the first <code>const X * ptr</code> (or its equivalent <code>X const * ptr</code>) is the one that will bring
type-safety. It protects against changing the value pointed at.</p>
<pre>
void externalFunction(int * a, const int * b);

void myfunc() {
  int a = 1;
  int b = 2;
  externalFunction(&amp;a, &amp;b);
  // a can now have any value
  // We know that b is still '2'
}
</pre>
<p>This rule detects when a pointer or reference parameter could be made const</p>
<pre data-diff-id=""1"" data-diff-type=""noncompliant"">
void myfunc (      int * param1,  // object is modified
             const int * param2,
                   int * param3, // Noncompliant
             int * const param4) // Noncompliant: const doesn't qualify what is pointed at.
{
  *param1 = *param2 + *param3 + *param4;
}

void increment (int &amp; value,
                int &amp; increment) // Noncompliant
{
  value += increment;
}
</pre>
<p>When adding all possible <code>const</code> qualifications, we get:</p>
<pre data-diff-id=""1"" data-diff-type=""compliant"">
void myfunc (      int * param1,  // object is modified
             const int * param2,
             const int * param3,
             const int * param4)
{
  *param1 = *param2 + *param3 + *param4;
}

void increment (int &amp; value,
                const int &amp; increment)
{
  value += increment;
}
</pre>
<h2>Resources</h2>
<h3>Articles &amp; blog posts</h3>
<ul>
  <li> <a href=""https://isocpp.org/wiki/faq/const-correctness"">ISO C++ FAQ about const correctness</a>. </li>
</ul>
<h3>External coding guidelines</h3>
<ul>
  <li> MISRA C:2004, 16.7 - A pointer parameter in a function prototype should be declared as pointer to const if the pointer is not used to modify
  the addressed object. </li>
  <li> MISRA C++:2008, 7-1-2 - A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the
  corresponding object is not modified. </li>
  <li> MISRA C:2012, 8.13 - A pointer should point to a const-qualified type whenever possible </li>
</ul>",MINOR,2min,CONVENTIONAL,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",[]
AZHFKAZvTlwiQl6exFT5,cpp:S5945,"Use ""std::string"" instead of a C-style char array.",C-style array should not be used,"<h2>Why is this an issue?</h2>
<p>C-style arrays (such as <code>int i[10]</code>) are not very convenient to use:</p>
<ul>
  <li> They are fixed size (even C Variable Length Arrays are not truly variable size, and they are not supported in C++) </li>
  <li> If the number of elements in the array can vary, it will lead to manual memory allocation (or people will use fixed-size arrays that ""should be
  large enough"", which is both a waste of memory and a limitation of the program) </li>
  <li> It is very easy to lose the size of the array since an array passed to a function decays into a pointer </li>
</ul>
<p>The C++ standard library proposes two types that are better than C-style arrays and together cover all the use cases of C-style arrays:</p>
<ul>
  <li> For fixed-size arrays, where the memory is on the stack, use <code>std::array</code>. It is like a C-style array, except that it has normal
  argument passing semantics, and the size is always a part of the type. You can roll your version if <code>std::array</code> is unavailable to you
  (before C++11). </li>
  <li> For variable-size arrays, use <code>std::vector</code>. It can be resized and handles memory allocation transparently. </li>
  <li> For character strings, you should use <code>std::string</code> instead of arrays of characters. </li>
  <li> For arrays of characters that are not strings (e.g., alphabet, exit codes, keyboard control list), prefer <code>std::array</code> or
  <code>std::vector</code> as per the first two bullets. </li>
</ul>
<p>The rule {rule:cpp:S945} is related to this rule but focuses on passing arguments of an array type. {rule:cpp:S5025} will flag the use of dynamic
memory allocation that could be replaced by <code>std::vector</code>.</p>
<h3>Noncompliant code example</h3>
<pre>
void f() {
  int a[10]; // Noncompliant
}
</pre>
<h3>Compliant solution</h3>
<pre>
void f() {
  std::array&lt;int, 10&gt; a1; // If the size really is a constant
  // Or
  std::vector&lt;int&gt;a2; // For variable size

  auto s = ""Hello!""; // Compliant by exception
}
</pre>
<h3>Exceptions</h3>
<p>This rule will not report the use of C-style arrays in <code>extern ""C""</code> code (since those arrays are often required here for compatibility
with external code) and in the arguments of <code>main</code>.</p>
<h2>Resources</h2>
<ul>
  <li> C++ Core Guidelines - <a
  href=""https://github.com/isocpp/CppCoreGuidelines/blob/e49158a/CppCoreGuidelines.md#slcon1-prefer-using-stl-array-or-vector-instead-of-a-c-array"">SL.con.1: Prefer using STL <code>array</code> or <code>vector</code> instead of a C array</a> </li>
</ul>",MAJOR,10min,COMPLETE,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",[]
AZHFKAZvTlwiQl6exFT6,cpp:S5945,"Use ""std::string"" instead of a C-style char array.",C-style array should not be used,"<h2>Why is this an issue?</h2>
<p>C-style arrays (such as <code>int i[10]</code>) are not very convenient to use:</p>
<ul>
  <li> They are fixed size (even C Variable Length Arrays are not truly variable size, and they are not supported in C++) </li>
  <li> If the number of elements in the array can vary, it will lead to manual memory allocation (or people will use fixed-size arrays that ""should be
  large enough"", which is both a waste of memory and a limitation of the program) </li>
  <li> It is very easy to lose the size of the array since an array passed to a function decays into a pointer </li>
</ul>
<p>The C++ standard library proposes two types that are better than C-style arrays and together cover all the use cases of C-style arrays:</p>
<ul>
  <li> For fixed-size arrays, where the memory is on the stack, use <code>std::array</code>. It is like a C-style array, except that it has normal
  argument passing semantics, and the size is always a part of the type. You can roll your version if <code>std::array</code> is unavailable to you
  (before C++11). </li>
  <li> For variable-size arrays, use <code>std::vector</code>. It can be resized and handles memory allocation transparently. </li>
  <li> For character strings, you should use <code>std::string</code> instead of arrays of characters. </li>
  <li> For arrays of characters that are not strings (e.g., alphabet, exit codes, keyboard control list), prefer <code>std::array</code> or
  <code>std::vector</code> as per the first two bullets. </li>
</ul>
<p>The rule {rule:cpp:S945} is related to this rule but focuses on passing arguments of an array type. {rule:cpp:S5025} will flag the use of dynamic
memory allocation that could be replaced by <code>std::vector</code>.</p>
<h3>Noncompliant code example</h3>
<pre>
void f() {
  int a[10]; // Noncompliant
}
</pre>
<h3>Compliant solution</h3>
<pre>
void f() {
  std::array&lt;int, 10&gt; a1; // If the size really is a constant
  // Or
  std::vector&lt;int&gt;a2; // For variable size

  auto s = ""Hello!""; // Compliant by exception
}
</pre>
<h3>Exceptions</h3>
<p>This rule will not report the use of C-style arrays in <code>extern ""C""</code> code (since those arrays are often required here for compatibility
with external code) and in the arguments of <code>main</code>.</p>
<h2>Resources</h2>
<ul>
  <li> C++ Core Guidelines - <a
  href=""https://github.com/isocpp/CppCoreGuidelines/blob/e49158a/CppCoreGuidelines.md#slcon1-prefer-using-stl-array-or-vector-instead-of-a-c-array"">SL.con.1: Prefer using STL <code>array</code> or <code>vector</code> instead of a C array</a> </li>
</ul>",MAJOR,10min,COMPLETE,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",[]
AZHFKAZvTlwiQl6exFT7,cpp:S5945,"Use ""std::string"" instead of a C-style char array.",C-style array should not be used,"<h2>Why is this an issue?</h2>
<p>C-style arrays (such as <code>int i[10]</code>) are not very convenient to use:</p>
<ul>
  <li> They are fixed size (even C Variable Length Arrays are not truly variable size, and they are not supported in C++) </li>
  <li> If the number of elements in the array can vary, it will lead to manual memory allocation (or people will use fixed-size arrays that ""should be
  large enough"", which is both a waste of memory and a limitation of the program) </li>
  <li> It is very easy to lose the size of the array since an array passed to a function decays into a pointer </li>
</ul>
<p>The C++ standard library proposes two types that are better than C-style arrays and together cover all the use cases of C-style arrays:</p>
<ul>
  <li> For fixed-size arrays, where the memory is on the stack, use <code>std::array</code>. It is like a C-style array, except that it has normal
  argument passing semantics, and the size is always a part of the type. You can roll your version if <code>std::array</code> is unavailable to you
  (before C++11). </li>
  <li> For variable-size arrays, use <code>std::vector</code>. It can be resized and handles memory allocation transparently. </li>
  <li> For character strings, you should use <code>std::string</code> instead of arrays of characters. </li>
  <li> For arrays of characters that are not strings (e.g., alphabet, exit codes, keyboard control list), prefer <code>std::array</code> or
  <code>std::vector</code> as per the first two bullets. </li>
</ul>
<p>The rule {rule:cpp:S945} is related to this rule but focuses on passing arguments of an array type. {rule:cpp:S5025} will flag the use of dynamic
memory allocation that could be replaced by <code>std::vector</code>.</p>
<h3>Noncompliant code example</h3>
<pre>
void f() {
  int a[10]; // Noncompliant
}
</pre>
<h3>Compliant solution</h3>
<pre>
void f() {
  std::array&lt;int, 10&gt; a1; // If the size really is a constant
  // Or
  std::vector&lt;int&gt;a2; // For variable size

  auto s = ""Hello!""; // Compliant by exception
}
</pre>
<h3>Exceptions</h3>
<p>This rule will not report the use of C-style arrays in <code>extern ""C""</code> code (since those arrays are often required here for compatibility
with external code) and in the arguments of <code>main</code>.</p>
<h2>Resources</h2>
<ul>
  <li> C++ Core Guidelines - <a
  href=""https://github.com/isocpp/CppCoreGuidelines/blob/e49158a/CppCoreGuidelines.md#slcon1-prefer-using-stl-array-or-vector-instead-of-a-c-array"">SL.con.1: Prefer using STL <code>array</code> or <code>vector</code> instead of a C array</a> </li>
</ul>",MAJOR,10min,COMPLETE,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",[]
AZHFKAZvTlwiQl6exFT8,cpp:S5945,"Use ""std::string"" instead of a C-style char array.",C-style array should not be used,"<h2>Why is this an issue?</h2>
<p>C-style arrays (such as <code>int i[10]</code>) are not very convenient to use:</p>
<ul>
  <li> They are fixed size (even C Variable Length Arrays are not truly variable size, and they are not supported in C++) </li>
  <li> If the number of elements in the array can vary, it will lead to manual memory allocation (or people will use fixed-size arrays that ""should be
  large enough"", which is both a waste of memory and a limitation of the program) </li>
  <li> It is very easy to lose the size of the array since an array passed to a function decays into a pointer </li>
</ul>
<p>The C++ standard library proposes two types that are better than C-style arrays and together cover all the use cases of C-style arrays:</p>
<ul>
  <li> For fixed-size arrays, where the memory is on the stack, use <code>std::array</code>. It is like a C-style array, except that it has normal
  argument passing semantics, and the size is always a part of the type. You can roll your version if <code>std::array</code> is unavailable to you
  (before C++11). </li>
  <li> For variable-size arrays, use <code>std::vector</code>. It can be resized and handles memory allocation transparently. </li>
  <li> For character strings, you should use <code>std::string</code> instead of arrays of characters. </li>
  <li> For arrays of characters that are not strings (e.g., alphabet, exit codes, keyboard control list), prefer <code>std::array</code> or
  <code>std::vector</code> as per the first two bullets. </li>
</ul>
<p>The rule {rule:cpp:S945} is related to this rule but focuses on passing arguments of an array type. {rule:cpp:S5025} will flag the use of dynamic
memory allocation that could be replaced by <code>std::vector</code>.</p>
<h3>Noncompliant code example</h3>
<pre>
void f() {
  int a[10]; // Noncompliant
}
</pre>
<h3>Compliant solution</h3>
<pre>
void f() {
  std::array&lt;int, 10&gt; a1; // If the size really is a constant
  // Or
  std::vector&lt;int&gt;a2; // For variable size

  auto s = ""Hello!""; // Compliant by exception
}
</pre>
<h3>Exceptions</h3>
<p>This rule will not report the use of C-style arrays in <code>extern ""C""</code> code (since those arrays are often required here for compatibility
with external code) and in the arguments of <code>main</code>.</p>
<h2>Resources</h2>
<ul>
  <li> C++ Core Guidelines - <a
  href=""https://github.com/isocpp/CppCoreGuidelines/blob/e49158a/CppCoreGuidelines.md#slcon1-prefer-using-stl-array-or-vector-instead-of-a-c-array"">SL.con.1: Prefer using STL <code>array</code> or <code>vector</code> instead of a C array</a> </li>
</ul>",MAJOR,10min,COMPLETE,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",[]
AZHFKAZvTlwiQl6exFT9,cpp:S5945,"Use ""std::string"" instead of a C-style char array.",C-style array should not be used,"<h2>Why is this an issue?</h2>
<p>C-style arrays (such as <code>int i[10]</code>) are not very convenient to use:</p>
<ul>
  <li> They are fixed size (even C Variable Length Arrays are not truly variable size, and they are not supported in C++) </li>
  <li> If the number of elements in the array can vary, it will lead to manual memory allocation (or people will use fixed-size arrays that ""should be
  large enough"", which is both a waste of memory and a limitation of the program) </li>
  <li> It is very easy to lose the size of the array since an array passed to a function decays into a pointer </li>
</ul>
<p>The C++ standard library proposes two types that are better than C-style arrays and together cover all the use cases of C-style arrays:</p>
<ul>
  <li> For fixed-size arrays, where the memory is on the stack, use <code>std::array</code>. It is like a C-style array, except that it has normal
  argument passing semantics, and the size is always a part of the type. You can roll your version if <code>std::array</code> is unavailable to you
  (before C++11). </li>
  <li> For variable-size arrays, use <code>std::vector</code>. It can be resized and handles memory allocation transparently. </li>
  <li> For character strings, you should use <code>std::string</code> instead of arrays of characters. </li>
  <li> For arrays of characters that are not strings (e.g., alphabet, exit codes, keyboard control list), prefer <code>std::array</code> or
  <code>std::vector</code> as per the first two bullets. </li>
</ul>
<p>The rule {rule:cpp:S945} is related to this rule but focuses on passing arguments of an array type. {rule:cpp:S5025} will flag the use of dynamic
memory allocation that could be replaced by <code>std::vector</code>.</p>
<h3>Noncompliant code example</h3>
<pre>
void f() {
  int a[10]; // Noncompliant
}
</pre>
<h3>Compliant solution</h3>
<pre>
void f() {
  std::array&lt;int, 10&gt; a1; // If the size really is a constant
  // Or
  std::vector&lt;int&gt;a2; // For variable size

  auto s = ""Hello!""; // Compliant by exception
}
</pre>
<h3>Exceptions</h3>
<p>This rule will not report the use of C-style arrays in <code>extern ""C""</code> code (since those arrays are often required here for compatibility
with external code) and in the arguments of <code>main</code>.</p>
<h2>Resources</h2>
<ul>
  <li> C++ Core Guidelines - <a
  href=""https://github.com/isocpp/CppCoreGuidelines/blob/e49158a/CppCoreGuidelines.md#slcon1-prefer-using-stl-array-or-vector-instead-of-a-c-array"">SL.con.1: Prefer using STL <code>array</code> or <code>vector</code> instead of a C array</a> </li>
</ul>",MAJOR,10min,COMPLETE,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",[]
AZHFKAZvTlwiQl6exFT-,cpp:S5945,"Use ""std::string"" instead of a C-style char array.",C-style array should not be used,"<h2>Why is this an issue?</h2>
<p>C-style arrays (such as <code>int i[10]</code>) are not very convenient to use:</p>
<ul>
  <li> They are fixed size (even C Variable Length Arrays are not truly variable size, and they are not supported in C++) </li>
  <li> If the number of elements in the array can vary, it will lead to manual memory allocation (or people will use fixed-size arrays that ""should be
  large enough"", which is both a waste of memory and a limitation of the program) </li>
  <li> It is very easy to lose the size of the array since an array passed to a function decays into a pointer </li>
</ul>
<p>The C++ standard library proposes two types that are better than C-style arrays and together cover all the use cases of C-style arrays:</p>
<ul>
  <li> For fixed-size arrays, where the memory is on the stack, use <code>std::array</code>. It is like a C-style array, except that it has normal
  argument passing semantics, and the size is always a part of the type. You can roll your version if <code>std::array</code> is unavailable to you
  (before C++11). </li>
  <li> For variable-size arrays, use <code>std::vector</code>. It can be resized and handles memory allocation transparently. </li>
  <li> For character strings, you should use <code>std::string</code> instead of arrays of characters. </li>
  <li> For arrays of characters that are not strings (e.g., alphabet, exit codes, keyboard control list), prefer <code>std::array</code> or
  <code>std::vector</code> as per the first two bullets. </li>
</ul>
<p>The rule {rule:cpp:S945} is related to this rule but focuses on passing arguments of an array type. {rule:cpp:S5025} will flag the use of dynamic
memory allocation that could be replaced by <code>std::vector</code>.</p>
<h3>Noncompliant code example</h3>
<pre>
void f() {
  int a[10]; // Noncompliant
}
</pre>
<h3>Compliant solution</h3>
<pre>
void f() {
  std::array&lt;int, 10&gt; a1; // If the size really is a constant
  // Or
  std::vector&lt;int&gt;a2; // For variable size

  auto s = ""Hello!""; // Compliant by exception
}
</pre>
<h3>Exceptions</h3>
<p>This rule will not report the use of C-style arrays in <code>extern ""C""</code> code (since those arrays are often required here for compatibility
with external code) and in the arguments of <code>main</code>.</p>
<h2>Resources</h2>
<ul>
  <li> C++ Core Guidelines - <a
  href=""https://github.com/isocpp/CppCoreGuidelines/blob/e49158a/CppCoreGuidelines.md#slcon1-prefer-using-stl-array-or-vector-instead-of-a-c-array"">SL.con.1: Prefer using STL <code>array</code> or <code>vector</code> instead of a C array</a> </li>
</ul>",MAJOR,10min,COMPLETE,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",[]
